meas N = 8;meas N = 8;meas N = 8
6.80000000E-02;8.05185912E-04;-4.32591593E-06
7.00000000E-02;7.54279566E-04;-5.63464782E-06
7.20000000E-02;7.03675510E-04;-2.97384253E-06
7.40000000E-02;6.54729735E-04;-1.44203434E-06
7.60000000E-02;6.13741879E-04;-1.47360897E-06
7.80000000E-02;5.73203812E-04;-7.42006989E-07
8.00000000E-02;5.35522006E-04;-3.71150371E-06
8.20000000E-02;5.00627532E-04;-3.87427719E-06
8.40000000E-02;4.71859018E-04;-2.09550057E-06
8.60000000E-02;4.38011748E-04;-4.03055264E-06
8.80000000E-02;4.12642049E-04;-2.96130741E-06
9.00000000E-02;3.92359833E-04;-4.31392157E-06
9.20000000E-02;3.73106137E-04;-2.59409572E-06
9.40000000E-02;3.47483085E-04;-4.35333203E-06
9.60000000E-02;3.36883715E-04;-2.88979830E-06
9.80000000E-02;3.14515781E-04;-2.56094052E-06
1.00000000E-01;2.98462057E-04;-1.87914954E-06
1.02000000E-01;2.85329320E-04;-2.03292382E-06
1.04000000E-01;2.73818584E-04;-2.27868637E-06
1.06000000E-01;2.60035297E-04;-2.01398234E-06
1.08000000E-01;2.47654110E-04;-1.96382579E-06
1.10000000E-01;2.43129319E-04;-2.77710539E-06
1.12000000E-01;2.46189339E-04;-1.24473316E-06
1.14000000E-01;2.25342325E-04;-1.89460294E-06
1.16000000E-01;2.22782459E-04;-1.89882972E-06
1.18000000E-01;2.15691907E-04;-1.36674088E-06
1.20000000E-01;2.10134330E-04;-1.74873520E-06
1.22000000E-01;1.97994744E-04;-1.87278314E-06
1.24000000E-01;2.12636166E-04;-1.13858812E-06
1.26000000E-01;1.98642666E-04;-1.86742451E-06
1.28000000E-01;1.80107292E-04;-1.45456001E-06
1.30000000E-01;1.89344831E-04;-1.51636017E-06
1.32000000E-01;1.94822856E-04;-1.65556464E-06
1.34000000E-01;1.93352470E-04;-1.34301626E-06
1.36000000E-01;1.86007119E-04;-1.20343735E-06
1.38000000E-01;1.66561215E-04;-1.64905446E-07
1.40000000E-01;1.65343938E-04;-4.59213751E-07
1.42000000E-01;1.58531409E-04;-9.40140266E-07
1.44000000E-01;1.59126507E-04;-5.36478439E-07
1.46000000E-01;1.69733522E-04;-5.85696733E-07
1.48000000E-01;1.80905673E-04;-8.10273357E-07
1.50000000E-01;1.79952665E-04;-6.43083231E-07
1.52000000E-01;1.79266304E-04;-4.13503052E-07
1.54000000E-01;1.56285631E-04;-8.64044082E-07
1.56000000E-01;1.35983013E-04;-2.19726053E-07
1.58000000E-01;1.40572337E-04;-5.76176823E-07
1.60000000E-01;1.77280163E-04;-2.72664629E-07
1.62000000E-01;1.66360367E-04;-7.56271780E-07
1.64000000E-01;1.29633029E-04;-7.34825471E-07
1.66000000E-01;1.47528600E-04;-6.03934833E-07
1.68000000E-01;1.75443874E-04;-4.00121657E-07
1.70000000E-01;1.29819737E-04;-5.32792340E-07
1.72000000E-01;1.42175509E-04;-6.46080364E-07
1.74000000E-01;1.66909339E-04;-4.95694847E-07
1.76000000E-01;1.12573014E-04;-4.80742488E-07
1.78000000E-01;1.64947179E-04;-2.27077778E-07
1.80000000E-01;1.32992578E-04;-3.09507199E-07
1.82000000E-01;1.26348830E-04;-5.14907924E-07
1.84000000E-01;1.56732348E-04;-4.39175085E-07
1.86000000E-01;1.04081030E-04;-4.94774239E-07
1.88000000E-01;1.65642625E-04;-5.13552879E-07
1.90000000E-01;9.57000018E-05;-3.34507565E-07
1.92000000E-01;1.66856071E-04;-6.04729637E-08
1.94000000E-01;9.16366977E-05;-4.30123537E-07
1.96000000E-01;1.64247283E-04;-1.56938160E-07
1.98000000E-01;9.02510037E-05;-2.52840549E-07
2.00000000E-01;1.57442880E-04;-7.24137009E-08
2.02000000E-01;1.13288373E-04;-2.85891067E-07
2.04000000E-01;1.29403077E-04;-4.87493541E-07
2.06000000E-01;1.37869019E-04;-5.62744657E-07
2.08000000E-01;9.96568386E-05;-4.84496179E-07
2.10000000E-01;1.59721811E-04;-4.09928096E-07
2.12000000E-01;7.83317474E-05;-3.31599679E-07
2.14000000E-01;1.51425114E-04;-4.47060614E-08
2.16000000E-01;1.08475314E-04;-2.18815408E-07
2.18000000E-01;1.01995340E-04;-3.42205022E-07
2.20000000E-01;1.55393635E-04;-9.40145755E-08
2.22000000E-01;7.30652704E-05;-1.19150705E-07
2.24000000E-01;1.23426083E-04;-2.09724229E-07
2.26000000E-01;1.41097118E-04;-1.36723302E-07
2.28000000E-01;6.72118832E-05;-1.22500548E-07
2.30000000E-01;1.33191209E-04;-2.73599663E-07
2.32000000E-01;1.11027352E-04;-4.08863273E-08
2.34000000E-01;6.40496465E-05;-1.88210579E-07
2.36000000E-01;1.31459979E-04;-1.85636132E-07
2.38000000E-01;1.34424901E-04;-3.48733393E-07
2.40000000E-01;6.04892673E-05;-1.16424054E-07
2.42000000E-01;1.12639909E-04;-2.09393499E-07
2.44000000E-01;1.42797513E-04;-5.41871321E-07
2.46000000E-01;8.25714532E-05;-3.36837403E-07
2.48000000E-01;7.46546621E-05;-2.08143229E-07
2.50000000E-01;1.39305585E-04;-2.01555565E-07
2.52000000E-01;1.08630328E-04;-4.41681253E-07
2.54000000E-01;5.29609052E-05;-2.11294775E-07
2.56000000E-01;1.06596115E-04;-2.54638725E-07
2.58000000E-01;1.37915889E-04;-3.40051699E-07
2.60000000E-01;9.27253740E-05;-1.63884301E-07
2.62000000E-01;5.25000591E-05;-2.55322113E-07
2.64000000E-01;1.10120921E-04;-1.03923778E-07
2.66000000E-01;1.31011122E-04;-3.90123000E-07
2.68000000E-01;8.04893518E-05;-2.14696484E-07
2.70000000E-01;4.98614405E-05;-1.23489958E-07
2.72000000E-01;1.07101587E-04;-1.88526631E-07
2.74000000E-01;1.31933866E-04;-1.51426896E-07
2.76000000E-01;9.13967379E-05;-2.60773324E-07
2.78000000E-01;4.22782384E-05;-9.98516153E-07
2.80000000E-01;7.99346108E-05;1.47410874E-08
2.82000000E-01;1.30192205E-04;-4.27661897E-07
2.84000000E-01;1.09799147E-04;-3.79285443E-07
2.86000000E-01;6.10969832E-05;-4.90818319E-08
2.88000000E-01;4.44909419E-05;-2.30474144E-07
2.90000000E-01;9.74513706E-05;-1.16643289E-07
2.92000000E-01;1.26709165E-04;-2.68336776E-07
2.94000000E-01;9.64111340E-05;-5.30026151E-07
2.96000000E-01;5.28133515E-05;-1.97622363E-07
2.98000000E-01;4.07665699E-05;-8.65439257E-08
3.00000000E-01;9.38125015E-05;-2.65920955E-07
3.02000000E-01;1.25114380E-04;-1.67134628E-07
3.04000000E-01;9.84999661E-05;-2.70730227E-07
3.06000000E-01;5.92559956E-05;-1.76521131E-07
3.08000000E-01;3.12073280E-05;-1.43371535E-07
3.10000000E-01;6.69275845E-05;-3.35663367E-07
3.12000000E-01;1.17293720E-04;-2.97317111E-07
3.14000000E-01;1.12570626E-04;-1.98248579E-07
3.16000000E-01;7.77593880E-05;-9.50405946E-08
3.18000000E-01;4.43133375E-05;-1.24793126E-07
3.20000000E-01;3.07188243E-05;-1.23198240E-07
3.22000000E-01;7.46215087E-05;-8.63418222E-08
3.24000000E-01;1.17172144E-04;-2.73352656E-07
3.26000000E-01;1.08198253E-04;-1.71346029E-07
3.28000000E-01;7.55206401E-05;-8.51461434E-08
3.30000000E-01;4.49553190E-05;-5.71794501E-08
3.32000000E-01;2.47632504E-05;-8.98835993E-08
3.34000000E-01;5.23315621E-05;-2.03173796E-07
3.36000000E-01;1.04200127E-04;-1.07689575E-07
3.38000000E-01;1.14852405E-04;-4.12455002E-07
3.40000000E-01;8.95797166E-05;-2.96019159E-07
3.42000000E-01;5.93634855E-05;-1.57915539E-07
3.44000000E-01;3.26631197E-05;-6.54930537E-08
3.46000000E-01;2.34757597E-05;-9.75816002E-08
3.48000000E-01;5.49059406E-05;-1.59169644E-08
3.50000000E-01;1.03762275E-04;-3.17577391E-07
3.52000000E-01;1.12910614E-04;-1.53817612E-07
3.54000000E-01;8.77215189E-05;-3.12845238E-08
3.56000000E-01;5.95781900E-05;-1.02947284E-07
3.58000000E-01;3.73655331E-05;-3.01105552E-08
3.60000000E-01;1.89775624E-05;-3.55976012E-08
3.62000000E-01;3.35645477E-05;-1.68385999E-07
3.64000000E-01;7.63535704E-05;-4.64138152E-08
3.66000000E-01;1.09766494E-04;-7.15998217E-08
3.68000000E-01;1.05412010E-04;-1.74560388E-07
3.70000000E-01;7.83929420E-05;-9.14220081E-08
3.72000000E-01;5.25415675E-05;-2.26307128E-07
3.74000000E-01;2.88390311E-05;-4.29880677E-09
3.76000000E-01;1.79344710E-05;-3.32853705E-08
3.78000000E-01;2.50171150E-05;-3.40869032E-08
3.80000000E-01;6.24842936E-05;-1.32993906E-07
3.82000000E-01;1.00061832E-04;-3.70321397E-07
3.84000000E-01;1.09398996E-04;-2.20294907E-07
3.86000000E-01;9.02563625E-05;-2.78409242E-07
3.88000000E-01;6.28710231E-05;-3.24493751E-08
3.90000000E-01;4.17205147E-05;-1.11259968E-07
3.92000000E-01;2.74057341E-05;-8.41430543E-08
3.94000000E-01;1.43877645E-05;-2.00414791E-08
3.96000000E-01;2.26743791E-05;-9.05387518E-08
3.98000000E-01;5.56880848E-05;-1.04330108E-07
4.00000000E-01;9.11379337E-05;-1.75381199E-07
4.02000000E-01;1.06713761E-04;-4.45927780E-07
4.04000000E-01;9.80305394E-05;-1.08508461E-07
4.06000000E-01;7.04468196E-05;-1.62750412E-07
4.08000000E-01;4.83053039E-05;-1.20691907E-07
4.10000000E-01;3.19815602E-05;-4.77295494E-08
4.12000000E-01;2.03873052E-05;-4.61565126E-09
4.14000000E-01;1.17602919E-05;-3.04514216E-08
4.16000000E-01;2.10268677E-05;-8.46593857E-08
4.18000000E-01;5.04669560E-05;-9.35911774E-08
4.20000000E-01;8.44000063E-05;-3.79241403E-07
4.22000000E-01;1.03988073E-04;-4.03143245E-07
4.24000000E-01;9.94405066E-05;-3.25360805E-07
4.26000000E-01;7.85794855E-05;-2.66395866E-07
4.28000000E-01;5.41530216E-05;-1.95955225E-07
4.30000000E-01;3.63098293E-05;-8.40205520E-08
4.32000000E-01;2.46969178E-05;-7.32479624E-08
4.34000000E-01;1.61691758E-05;-3.35249553E-08
4.36000000E-01;9.68618692E-06;-2.26126173E-08
4.38000000E-01;1.75680888E-05;-4.04930873E-08
4.40000000E-01;4.17617507E-05;-1.41285353E-08
4.42000000E-01;7.38859113E-05;-2.64168124E-07
4.44000000E-01;9.71933519E-05;-2.60466489E-07
4.46000000E-01;1.01398776E-04;-2.76444617E-07
4.48000000E-01;8.93532256E-05;-5.31980977E-07
4.50000000E-01;6.73014377E-05;-5.68078045E-08
4.52000000E-01;4.53444417E-05;-4.64460387E-08
4.54000000E-01;2.98556711E-05;-3.85991837E-08
4.56000000E-01;2.09669436E-05;-2.26426500E-08
4.58000000E-01;1.46888644E-05;4.18155361E-09
4.60000000E-01;8.34913841E-06;-4.60891947E-09
4.62000000E-01;1.09733633E-05;-1.02918388E-08
4.64000000E-01;2.75232771E-05;-6.75309434E-08
4.66000000E-01;5.21895478E-05;-1.20138084E-07
4.68000000E-01;8.00032389E-05;-1.48800389E-07
4.70000000E-01;9.56980484E-05;-2.28370679E-07
4.72000000E-01;9.63997181E-05;-4.04691938E-07
4.74000000E-01;8.63149061E-05;-2.09400650E-07
4.76000000E-01;6.77536152E-05;-9.11446912E-08
4.78000000E-01;4.72522888E-05;-1.40745047E-07
4.80000000E-01;3.11741615E-05;-8.78495298E-08
4.82000000E-01;2.17114646E-05;-3.57210884E-08
4.84000000E-01;1.53332061E-05;-2.96578307E-08
4.86000000E-01;8.77988213E-06;2.11930510E-08
4.88000000E-01;6.32264395E-06;-1.58826548E-08
4.90000000E-01;1.02980840E-05;-1.67722201E-08
4.92000000E-01;2.44128189E-05;-5.94877211E-08
4.94000000E-01;4.61001497E-05;-1.49729690E-07
4.96000000E-01;7.02021730E-05;-3.48182095E-07
4.98000000E-01;8.76654493E-05;-3.93277236E-07
5.00000000E-01;9.26468402E-05;-4.92309740E-08
5.02000000E-01;8.77750236E-05;-2.06828763E-07
5.04000000E-01;7.69922241E-05;-2.18347828E-08
5.06000000E-01;6.08316290E-05;-2.11338129E-07
5.08000000E-01;4.34673081E-05;-1.00574405E-07
5.10000000E-01;2.95724699E-05;-4.61708857E-08
5.12000000E-01;1.99913647E-05;2.60948151E-09
5.14000000E-01;1.45123644E-05;-2.82803060E-08
5.16000000E-01;1.09802679E-05;9.36356871E-09
5.18000000E-01;6.80349091E-06;2.60904846E-08
5.20000000E-01;5.08433490E-06;-1.72862501E-09
5.22000000E-01;1.08328614E-05;-3.99994949E-09
5.24000000E-01;2.24722789E-05;-9.57894468E-08
5.26000000E-01;4.04653089E-05;-1.07962509E-07
5.28000000E-01;6.18177443E-05;-1.10409690E-08
5.30000000E-01;7.83126381E-05;-8.15800710E-08
5.32000000E-01;8.62922351E-05;-5.22208620E-08
5.34000000E-01;8.44519802E-05;-1.97019961E-07
5.36000000E-01;7.77303708E-05;-8.32915544E-08
5.38000000E-01;6.81508108E-05;-2.55232011E-07
5.40000000E-01;5.47581492E-05;-2.65449580E-07
5.42000000E-01;4.07499861E-05;-1.01361069E-07
5.44000000E-01;2.88278710E-05;-2.76954745E-08
5.46000000E-01;1.98728345E-05;-5.31458007E-09
5.48000000E-01;1.39259873E-05;8.77782415E-09
5.50000000E-01;1.06211822E-05;-1.02170565E-10
5.52000000E-01;7.95884429E-06;6.72361654E-09
5.54000000E-01;5.05942640E-06;1.82613291E-08
5.56000000E-01;3.85362860E-06;8.96932962E-10
5.58000000E-01;8.03820724E-06;1.28605007E-09
5.60000000E-01;1.66048544E-05;-2.77399277E-08
5.62000000E-01;3.02074471E-05;-1.14287162E-07
5.64000000E-01;4.66581433E-05;-1.36297247E-07
5.66000000E-01;6.39568022E-05;-6.27732172E-08
5.68000000E-01;7.63153630E-05;-1.23303457E-07
5.70000000E-01;8.07581750E-05;-1.70192706E-07
5.72000000E-01;7.76822074E-05;-2.60464417E-07
5.74000000E-01;7.14013763E-05;-1.64639643E-07
5.76000000E-01;6.54027284E-05;-2.82941934E-07
5.78000000E-01;5.59562120E-05;-1.96626684E-07
5.80000000E-01;4.49518447E-05;-7.93113399E-08
5.82000000E-01;3.41571938E-05;-1.52990251E-08
5.84000000E-01;2.41212444E-05;-4.84963044E-08
5.86000000E-01;1.70684301E-05;8.24723335E-09
5.88000000E-01;1.22528446E-05;7.97995552E-09
5.90000000E-01;9.54925189E-06;5.56472687E-10
5.92000000E-01;7.63667729E-06;2.03300955E-08
5.94000000E-01;4.45541404E-06;1.83787459E-08
5.96000000E-01;3.15982057E-06;1.73603056E-08
5.98000000E-01;2.91275350E-06;1.57701293E-08
6.00000000E-01;7.30748517E-06;-1.22059088E-08
6.02000000E-01;1.62151348E-05;-3.19182895E-08
6.04000000E-01;2.48137624E-05;-2.78470382E-08
6.06000000E-01;3.71316422E-05;-8.73186990E-08
6.08000000E-01;5.23216479E-05;-2.48027028E-07
6.10000000E-01;6.53718486E-05;-9.82083874E-08
6.12000000E-01;7.33335538E-05;-1.53436735E-07
6.14000000E-01;7.46704400E-05;-1.04934766E-07
6.16000000E-01;7.05585261E-05;-1.53135666E-07
6.18000000E-01;6.38044103E-05;-6.56936109E-08
6.20000000E-01;5.88893844E-05;-1.52136875E-07
6.22000000E-01;5.42493662E-05;-1.76460327E-07
6.24000000E-01;4.71997715E-05;-4.57321918E-08
6.26000000E-01;3.89527254E-05;-1.57840713E-08
6.28000000E-01;2.95298337E-05;-3.17959621E-08
6.30000000E-01;2.14821958E-05;1.63601456E-08
6.32000000E-01;1.54994563E-05;-2.15883968E-09
6.34000000E-01;1.13505669E-05;1.61875578E-08
6.36000000E-01;8.72235813E-06;-1.91750985E-09
6.38000000E-01;7.04928572E-06;1.87689875E-08
6.40000000E-01;5.36632687E-06;1.64037740E-08
6.42000000E-01;3.80576009E-06;1.89075632E-08
6.44000000E-01;2.50935302E-06;2.09219941E-08
6.46000000E-01;1.78702731E-06;1.97709070E-08
6.48000000E-01;4.24605256E-06;5.01256275E-09
6.50000000E-01;8.79386385E-06;-1.62861929E-08
6.52000000E-01;1.73261544E-05;-3.04132463E-08
6.54000000E-01;2.35641895E-05;-8.21142529E-08
6.56000000E-01;3.47016681E-05;-8.74026758E-08
6.58000000E-01;4.64142168E-05;-9.83318653E-08
6.60000000E-01;5.77817753E-05;-1.79241264E-07
6.62000000E-01;6.65492715E-05;-6.56845853E-08
6.64000000E-01;7.00129299E-05;-1.16508150E-07
6.66000000E-01;6.84865912E-05;-2.96526444E-07
6.68000000E-01;6.26063429E-05;-2.18097646E-07
6.70000000E-01;5.48727394E-05;-1.00451636E-07
6.72000000E-01;5.03867335E-05;-1.76592663E-07
6.74000000E-01;4.88598020E-05;-7.28723313E-08
6.76000000E-01;4.64904224E-05;-1.52817978E-07
6.78000000E-01;4.22375511E-05;-1.55474462E-07
6.80000000E-01;3.57473318E-05;-1.13058905E-07
6.82000000E-01;2.78961943E-05;-3.21660576E-08
6.84000000E-01;2.10033833E-05;1.28512276E-08
6.86000000E-01;1.46607394E-05;-2.25882994E-08
6.88000000E-01;1.07723630E-05;1.56373799E-08
6.90000000E-01;8.20596105E-06;5.31277157E-09
6.92000000E-01;6.51556870E-06;3.14846977E-08
6.94000000E-01;5.37753748E-06;9.31793450E-09
6.96000000E-01;4.32668165E-06;1.69380367E-08
6.98000000E-01;3.29072403E-06;2.66164316E-08
7.00000000E-01;2.36263459E-06;2.60646671E-08
7.02000000E-01;1.41655658E-06;2.24160582E-08
7.04000000E-01;1.39682642E-06;2.07083329E-08
7.06000000E-01;3.82047733E-06;1.36505381E-08
7.08000000E-01;6.99594410E-06;9.67742430E-09
7.10000000E-01;1.31826368E-05;-3.06732795E-09
7.12000000E-01;1.83194740E-05;-7.18438817E-08
7.14000000E-01;2.56089603E-05;-1.03017590E-07
7.16000000E-01;3.47599345E-05;-6.05758831E-08
7.18000000E-01;4.42291354E-05;-1.22827913E-07
7.20000000E-01;5.28180270E-05;-7.22187184E-08
7.22000000E-01;5.98519999E-05;-2.54233728E-07
7.24000000E-01;6.39540966E-05;-2.49706725E-07
7.26000000E-01;6.43275382E-05;-5.13219994E-08
7.28000000E-01;6.12123648E-05;-2.69008382E-07
7.30000000E-01;5.49401948E-05;-7.42083708E-08
7.32000000E-01;4.68871144E-05;-1.37972296E-07
7.34000000E-01;4.10439433E-05;-7.15480117E-08
7.36000000E-01;4.04135965E-05;-1.51891954E-07
7.38000000E-01;4.12978418E-05;-1.12188132E-07
7.40000000E-01;4.10818232E-05;-1.05295420E-07
7.42000000E-01;3.90064443E-05;-6.63279904E-08
7.44000000E-01;3.40974063E-05;-6.75381643E-08
7.46000000E-01;2.74614470E-05;-1.77517041E-08
7.48000000E-01;2.09984119E-05;-6.77171136E-09
7.50000000E-01;1.57557026E-05;-1.10874152E-08
7.52000000E-01;1.15629415E-05;-9.95430223E-09
7.54000000E-01;8.62173916E-06;3.09224039E-09
7.56000000E-01;6.62908148E-06;1.48940732E-08
7.58000000E-01;5.31581280E-06;2.25749243E-08
7.60000000E-01;4.35207155E-06;1.20620750E-08
7.62000000E-01;3.54495364E-06;2.53223849E-08
7.64000000E-01;3.20374591E-06;2.30704850E-08
7.66000000E-01;2.39611138E-06;2.16072100E-08
7.68000000E-01;1.74377660E-06;2.83236208E-08
7.70000000E-01;1.17149008E-06;3.00764517E-08
7.72000000E-01;6.11721782E-07;2.78591081E-08
7.74000000E-01;1.47080358E-06;2.18069661E-08
7.76000000E-01;3.43389700E-06;1.32257248E-08
7.78000000E-01;5.91185090E-06;-2.20347579E-09
7.80000000E-01;9.40166903E-06;-9.30355417E-09
7.82000000E-01;1.54532244E-05;-4.87732270E-09
7.84000000E-01;1.96695335E-05;-7.50616325E-08
7.86000000E-01;2.55378497E-05;-3.34729545E-08
7.88000000E-01;3.26770452E-05;-1.15766383E-07
7.90000000E-01;4.00485841E-05;-1.35047645E-07
7.92000000E-01;4.70521883E-05;-1.35023047E-07
7.94000000E-01;5.31660089E-05;-8.75534348E-08
7.96000000E-01;5.76340831E-05;-2.54215274E-07
7.98000000E-01;5.96332450E-05;-1.76825796E-07
8.00000000E-01;5.90434386E-05;-3.37521120E-08
8.02000000E-01;5.65830471E-05;-1.82523683E-07
8.04000000E-01;5.18683341E-05;-1.84494501E-07
8.06000000E-01;4.48360592E-05;-1.16847683E-07
8.08000000E-01;3.65820681E-05;-1.43217138E-07
8.10000000E-01;3.15072500E-05;-9.83778684E-08
8.12000000E-01;3.14184491E-05;-7.96252613E-08
8.14000000E-01;3.41208227E-05;-8.55437515E-08
8.16000000E-01;3.68068331E-05;-3.16856184E-08
8.18000000E-01;3.77995155E-05;-1.39532500E-07
8.20000000E-01;3.60229992E-05;-9.44295866E-08
8.22000000E-01;3.16390987E-05;-1.00311197E-07
8.24000000E-01;2.59584850E-05;-7.32459667E-08
8.26000000E-01;2.04604885E-05;-2.44693667E-08
8.28000000E-01;1.56151977E-05;1.39368712E-08
8.30000000E-01;1.21213394E-05;4.58868452E-09
8.32000000E-01;9.28554794E-06;8.14690888E-09
8.34000000E-01;7.06014533E-06;7.64094785E-09
8.36000000E-01;5.54191230E-06;1.40890233E-08
8.38000000E-01;4.47427448E-06;3.13370994E-08
8.40000000E-01;3.68178127E-06;2.20239878E-08
8.42000000E-01;2.96958534E-06;3.68269428E-08
8.44000000E-01;2.65900538E-06;2.22656304E-08
8.46000000E-01;2.31070374E-06;2.27877198E-08
8.48000000E-01;1.82400963E-06;2.44121640E-08
8.50000000E-01;1.41936204E-06;2.91838633E-08
8.52000000E-01;1.12727834E-06;2.83996496E-08
8.54000000E-01;7.36568981E-07;3.19964560E-08
8.56000000E-01;2.98681465E-07;2.79350041E-08
8.58000000E-01;6.07754963E-07;3.22182220E-08
8.60000000E-01;1.66237584E-06;2.04473701E-08
8.62000000E-01;2.96584609E-06;1.29382479E-08
8.64000000E-01;5.29227645E-06;6.91910116E-09
8.66000000E-01;7.29466932E-06;2.72485130E-08
8.68000000E-01;1.02872914E-05;-2.04323621E-09
8.70000000E-01;1.48803045E-05;-2.86849943E-08
8.72000000E-01;1.76976694E-05;-2.52105552E-08
8.74000000E-01;2.25403462E-05;-9.54955780E-08
8.76000000E-01;2.76522832E-05;-9.44859563E-08
8.78000000E-01;3.30038515E-05;-2.90463234E-08
8.80000000E-01;3.88002911E-05;-1.06083889E-07
8.82000000E-01;4.42320646E-05;-7.66633562E-08
8.84000000E-01;4.85321781E-05;-1.77471186E-07
8.86000000E-01;5.20793986E-05;-1.76391306E-07
8.88000000E-01;5.38240595E-05;-2.06685126E-07
8.90000000E-01;5.42718692E-05;-1.51863199E-07
8.92000000E-01;5.35347091E-05;-1.70247686E-07
8.94000000E-01;5.13363487E-05;-7.98769515E-08
8.96000000E-01;4.78039353E-05;-1.21010362E-07
8.98000000E-01;4.18203756E-05;-1.28638220E-07
9.00000000E-01;3.42496626E-05;-6.08572624E-08
9.02000000E-01;2.68643960E-05;-2.35955943E-08
9.04000000E-01;2.22439432E-05;-6.98146303E-08
9.06000000E-01;2.21456612E-05;-7.70355765E-08
9.08000000E-01;2.55528996E-05;2.63368224E-09
9.10000000E-01;3.03716893E-05;-6.37860561E-08
9.12000000E-01;3.45418079E-05;-1.45539970E-07
9.14000000E-01;3.62058372E-05;-3.40245544E-08
9.16000000E-01;3.53369101E-05;-1.22428562E-07
9.18000000E-01;3.16602323E-05;-7.55459498E-08
9.20000000E-01;2.67414778E-05;-3.33567083E-08
9.22000000E-01;2.16860971E-05;-2.36597262E-08
9.24000000E-01;1.73960776E-05;1.84006975E-08
9.26000000E-01;1.38557597E-05;2.83934296E-08
9.28000000E-01;1.09814710E-05;5.74496156E-09
9.30000000E-01;8.77759088E-06;1.61383922E-08
9.32000000E-01;7.10567689E-06;1.69217407E-08
9.34000000E-01;5.68878340E-06;1.27625366E-08
9.36000000E-01;4.54155072E-06;1.84997201E-08
9.38000000E-01;3.60820345E-06;3.33945523E-08
9.40000000E-01;2.94374346E-06;2.41110730E-08
9.42000000E-01;2.32637712E-06;2.59972259E-08
9.44000000E-01;2.03205729E-06;3.10007509E-08
9.46000000E-01;1.75131119E-06;3.55195272E-08
9.48000000E-01;1.52384755E-06;3.09866596E-08
9.50000000E-01;1.28721482E-06;3.19176230E-08
9.52000000E-01;1.14803519E-06;3.10479319E-08
9.54000000E-01;8.91089024E-07;3.37424070E-08
9.56000000E-01;6.65195876E-07;3.14326593E-08
9.58000000E-01;5.40457117E-07;3.16331557E-08
9.60000000E-01;2.94200374E-07;3.23844084E-08
9.62000000E-01;9.73481106E-08;3.11156584E-08
9.64000000E-01;2.85777979E-07;3.06426574E-08
9.66000000E-01;8.26413507E-07;2.76422921E-08
9.68000000E-01;1.48594423E-06;2.63312117E-08
9.70000000E-01;2.70899050E-06;2.34607951E-08
9.72000000E-01;3.54016045E-06;2.37491513E-08
9.74000000E-01;5.84439557E-06;9.65326374E-10
9.76000000E-01;7.31327104E-06;-1.07410385E-08
9.78000000E-01;9.43263483E-06;8.81681225E-10
9.80000000E-01;1.19672526E-05;-5.39906941E-09
9.82000000E-01;1.56051030E-05;-5.63641407E-08
9.84000000E-01;1.76302943E-05;1.54315103E-08
9.86000000E-01;2.08838549E-05;-2.84649199E-08
9.88000000E-01;2.46017674E-05;-7.52740041E-08
9.90000000E-01;2.89830311E-05;-1.16533228E-07
9.92000000E-01;3.34301211E-05;-5.39220978E-08
9.94000000E-01;3.77885858E-05;-1.44315345E-07
