*Frequency 	AM2-abs (dB)	AM2-phase (deg)	AM1-abs (dB)	AM1-phase (deg)	VF1-abs (dB)	VF1-phase (deg)
21,9820154072151	-505,171696004076	145,680073759378	-361,040849641711	55,6909970086414	0,000149297237241698	179,995420764437
22,2927896400918	-504,966189989187	146,053442729703	-360,957281824565	56,0645204062942	0,000149295960972376	179,995356024768
22,6079574930271	-504,759949523921	146,424839395269	-360,872979557175	56,4360736837376	0,00014929464845075	179,995290369831
22,927581081522	-504,552982457611	146,794211950807	-360,787950688587	56,8056050659574	0,000149293298573649	179,995223786688
23,2517233992456	-504,345296795402	147,161510218542	-360,702203224063	57,1730644048938	0,000149291910241758	179,995156262215
23,5804483304496	-504,136900689953	147,526685668888	-360,615745316589	57,5384032088719	0,000149290482332618	179,995087783104
23,9138206625598	-503,927802431656	147,889691445373	-360,528585255705	57,9015746421061	0,000149289013683272	179,995018335859
24,2519060989443	-503,718010437278	148,250482349952	-360,440731458847	58,2625335465537	0,000149287503348695	179,994947906793
24,5947712718631	-503,507533242362	148,609014873839	-360,352192461361	58,6212364471479	0,000149285949928706	179,994876482024
24,9424837556003	-503,296379490929	148,965247203619	-360,262976907227	58,9776415609014	0,000149284352237204	179,994804047477
25,2951120797822	-503,084557925844	149,319139214015	-360,173093539423	59,3317087988471	0,000149282709095801	179,994730588874
25,6527257428836	-502,87207737994	149,670652480179	-360,082551190588	59,683399767405	0,000149281019183391	179,994656091739
26,0153952259249	-502,658946766436	150,019750265748	-359,991358774126	60,0326777710141	0,000149279281203939	179,994580541389
26,3831920063634	-502,4451750694	150,366397527422	-359,899525274126	60,3795077973241	0,00014927749371098	179,994503922934
26,7561885721799	-502,23077133613	150,710560908188	-359,807059737747	60,7238565264398	0,000149275655163545	179,994426221274
27,1344584361658	-502,015744667288	151,052208726909	-359,713971265761	61,0656923152766	0,000149273764412174	179,994347421094
27,5180761504113	-501,800104208605	151,391310970973	-359,620269003754	61,40498518496	0,000149271819861899	179,994267506864
27,9071173209985	-501,583859142276	151,727839276696	-359,52596213413	61,7417068135394	0,000149269819744172	179,994186462834
28,3016586229024	-501,367018679261	152,061766927132	-359,431059867635	62,0758305187409	0,000149267762782246	179,994104273031
28,7017778151028	-501,14959205087	152,39306882731	-359,335571435502	62,4073312437903	0,000149265647365722	179,994020921257
29,1075537559094	-500,9315885006	152,721721484788	-359,239506081604	62,7361855390111	0,000149263471592978	179,993936391084
29,5190664185036	-500,713017277634	153,047702999285	-359,142873054622	63,0623715389282	0,00014926123376297	179,993850665853
29,9363969067007	-500,493887628521	153,370993033263	-359,045681601485	63,3858689512686	0,000149258932357873	179,993763728667
30,3596274709336	-500,274208790372	153,691572792539	-358,947940959358	63,7066590227887	0,000149256565339134	179,993675562393
30,7888415244642	-500,053989984381	154,009425005973	-358,849660349254	64,0247245214359	0,000149254131104067	179,993586149655
31,2241236598224	-499,833240408911	154,324533897361	-358,750848969422	64,3400497112825	0,00014925162731904	179,99349547283
31,6655596654784	-499,611969232755	154,636885151713	-358,651515988865	64,6526203246627	0,000149249052321581	179,993403514047
32,1132365427506	-499,390185589969	154,946465907199	-358,551670541401	64,9624235371856	0,000149246404053852	179,993310255183
32,5672425229523	-499,167898573054	155,253264705286	-358,451321719654	65,2694479373032	0,000149243680294078	179,993215677856
33,0276670847812	-498,945117227791	155,557271473275	-358,350478569539	65,573683498376	0,000149240879090495	179,993119763428
33,4946009719539	-498,721850548175	155,858477496172	-358,249150085003	65,8751215498933	0,000149237998101757	179,993022492994
33,968136211091	-498,498107470934	156,156875380104	-358,147345202603	66,1737547420902	0,000149235035067517	179,992923847384
34,448366129854	-498,27389687082	156,452459024746	-358,045072797163	66,4695770218405	0,000149231987484426	179,992823807157
34,935385375339	-498,049227556018	156,745223591435	-357,942341676897	66,7625835966596	0,000149228853339001	179,992722352594
35,4292899327305	-497,824108263905	157,035165467965	-357,839160579054	67,052770902114	0,000149225629834742	179,992619463703
35,9301771442188	-497,598547656656	157,32228223811	-357,735538166075	67,3401365730349	0,000149222314638015	179,992515120203
36,4381457281847	-497,372554318028	157,60657265235	-357,631483021451	67,6246794060717	0,000149218904842387	179,99240930153
36,953295798656	-497,14613674905	157,888036588705	-357,527003646329	67,9063993298681	0,000149215397986938	179,99230198683
37,4757288850383	-496,919303365312	158,166675025577	-357,422108456233	68,1852973734041	0,000149211791450669	179,992193154951
38,0055479521253	-496,692062493097	158,442490002007	-357,316805777413	68,4613756243119	0,000149208082155501	179,992082784444
38,5428574203921	-496,464422367312	158,7154845904	-357,211103844877	68,7346372111037	0,000149204267252858	179,991970853557
39,0877631865744	-496,236391128032	158,985662859084	-357,105010798709	69,0050862535907	0,000149200343687803	179,99185734023
39,6403726445401	-496,007976818572	159,253029842998	-356,998534682142	69,2727278387792	0,000149196308343685	179,99174222209
40,2007947064549	-495,779187383	159,517591507089	-356,891683439205	69,5375679864256	0,00014919215814435	179,991625476449
40,7691398242476	-495,550030664167	159,77935471922	-356,784464912737	69,7996136177021	0,000149187889759069	179,991507080298
41,3455200113785	-495,320514401359	160,038327203872	-356,676886842209	70,0588725170553	0,000149183499940042	179,991387010304
41,9300488649161	-495,090646229712	160,294517532447	-356,56895686253	70,3153533084614	0,000149178984907171	179,991265242801
42,5228415879255	-494,860433677601	160,547935072497	-356,460682502162	70,5690654165183	0,000149174341422298	179,99114175379
43,1240150121735	-494,629884165882	160,798589959159	-356,352071181928	70,8200190368621	0,000149169565713041	179,991016518935
43,7336876211543	-494,399005006678	161,046493072653	-356,243130214064	71,0682251086283	0,000149164654039801	179,990889513552
44,3519795734415	-494,167803402447	161,291655999828	-356,133866800821	71,3136952757312	0,000149159602504832	179,990760712611
44,9790127263697	-493,936286445122	161,534091007559	-356,024288034195	71,5564418668777	0,000149154407133246	179,990630090727
45,6149106600506	-493,704461115287	161,77381100998	-355,914400894871	71,7964778582686	0,000149149063778504	179,990497622155
46,2597987017297	-493,472334282003	162,010829540872	-355,804212251784	72,0338168457641	0,000149143568240069	179,990363280788
46,913803950486	-493,239912702281	162,245160729056	-355,693728861877	72,2684730187641	0,000149137916286544	179,990227040148
47,5770553022823	-493,007203020542	162,476819258191	-355,582957369794	72,5004611307219	0,000149132103298879	179,990088873386
48,2496834753682	-492,774211769137	162,705820357466	-355,4719043077	72,7297964703206	0,000149126124914531	179,98994875327
48,9318210360434	-492,540945367755	162,932179756085	-355,360576095302	72,9564948345193	0,000149119976207801	179,989806652183
49,6236024247848	-492,307410123848	163,155913666932	-355,248979040048	73,1805725037983	0,000149113652272273	179,98966254212
50,3251639827428	-492,073612232761	163,377038760249	-355,137119337352	73,4020462163138	0,000149107148492755	179,989516394679
51,0366439786125	-491,839557778357	163,595572140148	-355,025003070928	73,6209331426467	0,000149100459548179	179,989368181056
51,7581826358846	-491,605252732798	163,811531309275	-354,912636212974	73,8372508557838	0,000149093580038405	179,989217872039
52,4899221604817	-491,370702957728	164,024934157571	-354,800024625227	74,0510173188929	0,000149086504623076	179,989065438005
53,2320067687851	-491,135914204554	164,235798932729	-354,687174058992	74,2622508491315	0,000149079227697618	179,988910848912
53,9845827160583	-490,900892115261	164,444144219373	-354,574090156264	74,4709701046079	0,000149071743659384	179,988754074291
54,7477983252716	-490,665642223062	164,649988915639	-354,460778450161	74,6771940547273	0,000149064046381142	179,988595083245
55,521804016335	-490,430169953179	164,853352209153	-354,347244366072	74,8809419658755	0,000149056130036525	179,988433844438
56,3067523357436	-490,194480624124	165,054253564443	-354,233493222358	75,0822333760942	0,000149047988199364	179,988270326093
57,1027979866432	-489,958579448187	165,252712694331	-354,119530231328	75,2810880749604	0,000149039614622852	179,988104495981
57,9100978593196	-489,722471532694	165,448749543613	-354,005360500332	75,4775260858225	0,000149031002520168	179,987936321421
58,7288110621199	-489,486161881238	165,642384273886	-353,890989032853	75,6715676474969	0,000149022145193209	179,987765769267
59,5590989528108	-489,249655394219	165,833637231014	-353,77642072943	75,8632331906971	0,000149013035716291	179,987592805906
60,4011251703802	-489,012956870812	166,022528950945	-353,661660389129	76,0525433282929	0,000149003666673864	179,987417397248
61,255055667288	-488,776071009558	166,209080120684	-353,546712710469	76,2395188308929	0,000148994031001385	179,987239508723
62,1210587421732	-488,539002409816	166,393311572605	-353,431582292798	76,424180613765	0,000148984120862862	179,987059105272
62,9993050730239	-488,301755573025	166,575244263852	-353,316273637635	76,6065497227755	0,000148973928601666	179,98687615134
63,8899677508151	-488,064334904107	166,754899268686	-353,200791149736	76,7866473124021	0,000148963446156156	179,986690610868
64,7932223136228	-487,826744712558	166,932297751482	-353,085139138707	76,96449463875	0,000148952665190827	179,986502447289
65,709246781221	-487,588989214061	167,107460964042	-352,969321820123	77,1401130387559	0,000148941577190814	179,986311623519
66,6382216901658	-487,351072531655	167,2804102225	-352,853343317097	77,3135239218568	0,000148930173432957	179,986118101948
67,5803301293781	-487,112998697252	167,451166901196	-352,73720766146	77,4847487507795	0,000148918444966522	179,985921844437
68,5357577762271	-486,874771653025	167,61975241694	-352,620918795401	77,6538090356712	0,000148906382595838	179,985722812305
69,5046929331255	-486,636395252738	167,786188215253	-352,504480572626	77,8207263142211	0,000148893976764583	179,985520966325
70,4873265646412	-486,397873263249	167,950495759691	-352,38789676003	77,9855221472572	0,00014888121747285	179,985316266718
71,4838523351339	-486,159209366007	168,112696525125	-352,271171038999	78,1482181035481	0,000148868095098744	179,985108673138
72,4944666469242	-485,920407158312	168,272811977856	-352,154307006815	78,3088357479376	0,000148854598849694	179,984898144673
73,5193686790013	-485,681470154932	168,430863574132	-352,037308178266	78,467396636266	0,000148840718532934	179,984684639829
74,5587604262794	-485,442401789435	168,586872744232	-351,920177986837	78,6239222974797	0,000148826442796591	179,984468116528
75,6128467394075	-485,203205415662	168,740860885781	-351,802919786431	78,7784342330685	0,00014881176068802	179,984248532096
76,6818353651435	-484,96388430924	168,892849354931	-351,685536852599	78,9309539012818	0,000148796660338481	179,984025843256
77,7659369872978	-484,724441668956	169,042859457611	-351,5680323841	79,0815027124799	0,000148781129987235	179,983800006119
78,8653652682568	-484,484880618115	169,190912437964	-351,450409504263	79,2301020184938	0,000148765157622822	179,983570976175
79,9803368910926	-484,245204206133	169,337029475686	-351,332671262432	79,3767731057031	0,000148748730350474	179,983338708286
81,111071602269	-484,005415409852	169,481231678285	-351,214820635448	79,5215371894627	0,000148731835290851	179,983103156675
82,25779225495	-483,765517134932	169,623540066384	-351,096860528929	79,6644154028867	0,00014871445927532	179,982864274917
83,4207248529217	-483,525512217312	169,763975577542	-350,978793778834	79,8054287956267	0,000148696588186365	179,982622015932
84,6000985951346	-483,285403424555	169,902559050964	-350,860623152653	79,9445983206449	0,000148678208259409	179,982376331975
85,7961459208757	-483,045193457321	170,039311230844	-350,742351351037	80,0819448373107	0,000148659305172503	179,982127174623
87,0091025555794	-482,804884950555	170,174252750394	-350,623981008888	80,2174890957115	0,000148639863724244	179,981874494773
88,2392075572858	-482,564480474963	170,30740413235	-350,505514696926	80,3512517392561	0,000148619868653445	179,981618242624
89,4867033637561	-482,323982538352	170,438785785734	-350,38695492288	80,4832532942374	0,00014859930424376	179,981358367671
90,7518358402538	-482,083393586901	170,568417994181	-350,26830413293	80,6135141696262	0,0001485781541289	179,981094818698
92,0348543280014	-481,842716006445	170,696320917706	-350,149564712866	80,7420546469442	0,000148556401975362	179,980827543762
93,3360116933228	-481,601952123865	170,822514585831	-350,030738989569	80,8688948837348	0,000148534030329112	179,980556490187
94,6555643774797	-481,361104208278	170,947018894172	-349,911829232058	80,994054900402	0,000148511021614614	179,980281604552
95,9937724472124	-481,120174472295	171,069853600613	-349,792837652967	81,1175545856469	0,000148487357774174	179,980002832681
97,3508996459967	-480,879165073256	171,191038319843	-349,67376640958	81,2394136846932	0,000148463019918865	179,979720119631
98,7272134460232	-480,638078114509	171,310592524008	-349,55461760523	81,3596518034119	0,000148437989260045	179,979433409685
100,122985100913	-480,396915646567	171,428535536899	-349,435393290354	81,4782883994005	0,000148412245826828	179,979142646334
101,538489699179	-480,155679668262	171,544886532585	-349,316095463783	81,5953427835575	0,000148385769266459	179,978847772274
102,974006218441	-479,91437212794	171,659664529373	-349,196726073832	81,7108341143087	0,000148358538780673	179,978548729389
104,429817580409	-479,672994924662	171,772888394378	-349,077287019477	81,8247813967682	0,000148330533089047	179,978245458742
105,906210706644	-479,431549909197	171,884576832536	-348,9577801515	81,9372034811594	0,00014830172973277	179,977937900562
107,403476575107	-479,190038885273	171,994748392716	-348,838207273543	82,0481190586078	0,000148272106283889	179,977625994233
108,921910277504	-478,948463610583	172,103421460916	-348,718570143264	82,1575466623629	0,000148241639164991	179,977309678284
110,461811077448	-478,706825797838	172,210614258771	-348,598870473354	82,2655046635621	0,000148210304625088	179,976988890373
112,02348246944	-478,465127115873	172,316344843526	-348,479109932611	82,37201127115	0,000148178077657657	179,976663567277
113,60723223868	-478,223369190706	172,420631109391	-348,359290146941	82,4770845288561	0,000148144933283174	179,976333644879
115,213372521733	-477,981553606396	172,523490778091	-348,239412700419	82,5807423165266	0,000148110844971506	179,975999058156
116,842219868043	-477,739681906219	172,62494140641	-348,119479136246	82,6830023471937	0,000148075786034368	179,975659741165
118,494095302322	-477,497755593537	172,725000380938	-347,999490957752	82,7838821678668	0,000148039728720806	179,975315627033
120,169324387818	-477,255776132783	172,823684918267	-347,879449629299	82,8833991558711	0,000148002644735994	179,974966647938
121,868237290485	-477,013744950396	172,921012064071	-347,759356577262	82,9815705206245	0,000147964504724361	179,974612735103
123,591168844048	-476,771663435714	173,016998692578	-347,63921319096	83,0784133037953	0,000147925278801894	179,974253818775
125,338458615997	-476,529532941926	173,111661505774	-347,519020823498	83,173944375759	0,000147884935771188	179,973889828218
127,110450974511	-476,287354786917	173,205017034901	-347,398780792712	83,2681804389794	0,000147843443962323	179,973520691693
128,907495156332	-476,045130254127	173,297081637989	-347,278494381961	83,3611380235683	0,000147800770762284	179,97314633645
130,729945335587	-475,802860593385	173,387871498915	-347,158162841054	83,4528334921219	0,000147756882265874	179,972766688708
132,578160693599	-475,560547021802	173,477402632254	-347,037787387005	83,543283035377	0,000147711744180247	179,972381673644
134,452505489675	-475,318190724503	173,565690877361	-346,917369204887	83,6325026749944	0,000147665320744871	179,971991215376
136,353349132892	-475,075792855452	173,652751902066	-346,796909448598	83,7205082619736	0,000147617575377619	179,971595236952
138,28106625491	-474,833354538259	173,738601203416	-346,676409241675	83,8073154794659	0,000147568470595699	179,97119366033
140,236036783802	-474,590876866873	173,823254104655	-346,555869677991	83,8929398393595	0,000147517967361846	179,970786406363
142,218646018934	-474,348360906372	173,906725758591	-346,435291822555	83,9773966860088	0,000147466026123852	179,97037339479
144,229284706904	-474,105807693668	173,989031147009	-346,314676712213	84,0607011954616	0,000147412605830967	179,96995454421
146,268349118552	-473,863218238229	174,070185080098	-346,194025356342	84,1428683750006	0,000147357664450771	179,969529772074
148,336241127059	-473,620593522756	174,150202199182	-346,073338737574	84,2239130655741	0,000147301158427231	179,969098994666
150,433368287153	-473,377934503877	174,229096975861	-345,952617812447	84,3038499407097	0,000147243043486866	179,968662127087
152,560143915431	-473,135242112806	174,30688371311	-345,831863512104	84,38269351	0,000147183273824862	179,968219083235
154,71698717182	-472,892517255986	174,3835765462	-345,711076742878	84,4604581151837	0,000147121802035653	179,967769775793
156,904323142185	-472,6497608157	174,459189441798	-345,590258386988	84,5371579358409	0,000147058579874714	179,967314116209
159,122582922112	-472,406973650741	174,533736202118	-345,469409303127	84,6128069878487	0,000146993557620197	179,96685201468
161,372203701868	-472,164156596975	174,607230463327	-345,348530327056	84,687419123806	0,000146926683708414	179,966383380132
163,653628852567	-471,92131046792	174,67968569536	-345,227622272218	84,7610080357729	0,000146857905634509	179,965908120204
165,967308013553	-471,678436055359	174,751115206342	-345,106685930282	84,8335872538932	0,000146787168897498	179,965426141229
168,313697181018	-471,435534129882	174,821532141139	-344,985722071738	84,9051701499599	0,000146714418076442	179,964937348216
170,693258797871	-471,192605441435	174,890949483189	-344,864731446425	84,9757699371703	0,000146639595586482	179,964441644832
173,106461844882	-470,949650719844	174,959380054705	-344,743714784061	85,0453996705032	0,000146562642608439	179,963938933382
175,553781933111	-470,706670675349	175,026836518006	-344,622672794782	85,1140722492703	0,000146483498381008	179,963429114787
178,035701397646	-470,463665999132	175,09333137824	-344,501606169649	85,1818004180113	0,000146402100320332	179,96291208857
180,552709392662	-470,22063736377	175,158876982045	-344,380515581124	85,248596766236	0,000146318384654517	179,962387752834
183,10530198783	-469,977585423755	175,223485519895	-344,259401683575	85,3144737310172	0,000146232285143029	179,96185600424
185,693982266084	-469,734510815962	175,287169027792	-344,138265113756	85,379443598557	0,000146143733736281	179,961316737988
188,319260422773	-469,491414160093	175,349939387114	-344,017106491245	85,4435185039217	0,000146052661115649	179,960769847797
190,981653866215	-469,248296059158	175,411808327486	-343,895926418907	85,5067104330538	0,000145958994976994	179,960215225884
193,681687319668	-469,005157099877	175,472787426201	-343,774725483338	85,5690312244097	0,000145862661729783	179,95965276294
196,41989292475	-468,761997853129	175,532888109566	-343,653504255279	85,6304925693723	0,000145763585525059	179,959082348115
199,196810346316	-468,518818874388	175,592121657252	-343,532263290055	85,6911060149163	0,000145661687889002	179,958503868986
202,012986878817	-468,275620704093	175,650499199471	-343,411003127951	85,7508829626499	0,000145556888799104	179,957917211546
204,868977554167	-468,03240386806	175,708031719377	-343,289724294646	85,8098346731036	0,000145449105498063	179,957322260174
207,765345251131	-467,789168877871	175,764730055554	-343,168427301563	85,8679722638747	0,000145338253020296	179,956718897613
210,702660806264	-467,545916231269	175,820604903318	-343,047112646277	85,9253067137663	0,000145224244238228	179,956107004952
213,681503126412	-467,302646412484	175,875666814118	-342,925780812864	85,9818488622701	0,000145106988874833	179,955486461594
216,702459302808	-467,059359892634	175,929926198829	-342,804432272263	86,0376094112924	0,000144986394614523	179,954857145243
219,766124726782	-466,816057130048	175,983393327705	-342,683067482633	86,0925989276441	0,000144862366428131	179,954218931868
222,873103207101	-466,572738570612	176,036078332058	-342,561686889679	86,1468278422456	0,00014473480651119	179,95357169569
226,024007088976	-466,329404648106	176,087991206161	-342,440290927001	86,200306453713	0,000144603614459439	179,952915309147
229,219457374747	-466,086055784529	176,139141807444	-342,318880016406	86,253044928657	0,000144468686640095	179,952249642878
232,460083846271	-465,842692390402	176,189539858937	-342,197454568218	86,3050533022584	0,000144329916728003	179,951574565691
235,746525189045	-465,599314865083	176,239194949378	-342,076014981598	86,3563414811031	0,000144187195159839	179,950889944538
239,079429118088	-465,355923597076	176,288116536251	-341,954561644839	86,4069192440059	0,000144040409737769	179,950195644493
242,459452505589	-465,112518964298	176,336313944397	-341,83309493565	86,4567962428729	0,000143889444449128	179,949491528721
245,887261510372	-464,869101334382	176,383796370246	-341,711615221446	86,5059820046619	0,000143734180677598	179,948777458452
249,363531709189	-464,62567106495	176,43057288073	-341,590122859623	86,5544859324232	0,000143574495480942	179,948053292956
252,888948229866	-464,38222850388	176,476652416284	-341,468618197828	86,6023173068775	0,000143410263455985	179,947318889512
256,464205886329	-464,138773989566	176,522043791372	-341,347101574218	86,6494852873	0,000143241354642201	179,946574103382
260,09000931555	-463,895307851175	176,56675569496	-341,225573317719	86,6959989135166	0,000143067636280613	179,945818787782
263,767073116415	-463,651830408903	176,61079669372	-341,104033748271	86,7418671066995	0,000142888971326823	179,945052793851
267,496121990569	-463,408341974204	176,654175231022	-340,982483177071	86,7870986707659	0,000142705218832884	179,944275970627
271,277890885237	-463,164842850036	176,6968996304	-340,860921906815	86,8317022942476	0,000142516233985863	179,943488165011
275,11312513808	-462,92133333109	176,738978095202	-340,739350231919	86,8756865510872	0,000142321867731765	179,942689221741
279,002580624088	-462,677813704009	176,780418710739	-340,617768438743	86,9190599016301	0,000142121966810244	179,94187898336
